phase,t_s,joint_indices,target_positions,actual_positions
teach,13.571180,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090241 -0.026341 1.497657 0.151085 0.073895 0.176959 -0.541663 -0.144817 0.128447 0.001917 0.422672 0.389907 -0.150150 0.122570 1.005334 1.335411 -1.372921 -1.683849 -0.790025 -1.311871 0.051125 0.232945 -0.062894 0.095392 0.376656 0.253673 0.086921,0.034395 0.090241 -0.026341 1.497657 0.151085 0.073895 0.176959 -0.541663 -0.144817 0.128447 0.001917 0.422672 0.389907 -0.150150 0.122570 1.005334 1.335411 -1.372921 -1.683849 -0.790025 -1.311871 0.051125 0.232945 -0.062894 0.095392 0.376656 0.253673 0.086921
teach,13.580583,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090241 -0.026341 1.497657 0.151085 0.073895 0.176959 -0.541663 -0.144817 0.128447 0.001917 0.422672 0.389907 -0.150150 0.122569 1.005324 1.335401 -1.372917 -1.683849 -0.790025 -1.311875 0.051125 0.232941 -0.062899 0.095392 0.376646 0.253666 0.086923,0.034371 0.090241 -0.026341 1.497657 0.151145 0.074051 0.176971 -0.544072 -0.144733 0.128423 0.004602 0.422684 0.389859 -0.149899 0.122569 1.005324 1.335401 -1.372917 -1.683849 -0.790025 -1.311875 0.051125 0.232941 -0.062899 0.095392 0.376646 0.253666 0.086923
teach,13.594199,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090241 -0.026341 1.497657 0.151145 0.074051 0.176971 -0.544072 -0.144733 0.128423 0.004602 0.422684 0.389859 -0.149899 0.122569 1.005324 1.335401 -1.372917 -1.683849 -0.790025 -1.311875 0.051127 0.232938 -0.062900 0.095391 0.376650 0.253667 0.086923,0.034383 0.090241 -0.026341 1.497657 0.151133 0.074063 0.176959 -0.544168 -0.144745 0.128423 0.004758 0.422648 0.389883 -0.149911 0.122569 1.005324 1.335401 -1.372917 -1.683849 -0.790025 -1.311875 0.051127 0.232938 -0.062900 0.095391 0.376650 0.253667 0.086923
teach,13.609713,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.090241 -0.026341 1.497657 0.151133 0.074063 0.176959 -0.544168 -0.144745 0.128423 0.004758 0.422648 0.389883 -0.149911 0.122570 1.005331 1.335400 -1.372924 -1.683849 -0.790021 -1.311875 0.051127 0.232946 -0.062899 0.095391 0.376647 0.253673 0.086929,0.034371 0.090241 -0.026329 1.497657 0.151121 0.074039 0.176947 -0.545594 -0.144733 0.128411 0.007179 0.422660 0.389835 -0.149899 0.122570 1.005331 1.335400 -1.372924 -1.683849 -0.790021 -1.311875 0.051127 0.232946 -0.062899 0.095391 0.376647 0.253673 0.086929
teach,13.614026,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090241 -0.026329 1.497657 0.151121 0.074039 0.176947 -0.545594 -0.144733 0.128411 0.007179 0.422660 0.389835 -0.149899 0.122570 1.005331 1.335400 -1.372924 -1.683849 -0.790021 -1.311875 0.051127 0.232946 -0.062899 0.095391 0.376647 0.253673 0.086929,0.034371 0.090241 -0.026329 1.497657 0.151121 0.074039 0.176947 -0.545594 -0.144733 0.128411 0.007179 0.422660 0.389835 -0.149899 0.122570 1.005331 1.335400 -1.372924 -1.683849 -0.790021 -1.311875 0.051127 0.232946 -0.062899 0.095391 0.376647 0.253673 0.086929
teach,13.627220,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090241 -0.026329 1.497657 0.151121 0.074039 0.176947 -0.545594 -0.144733 0.128411 0.007179 0.422660 0.389835 -0.149899 0.122570 1.005331 1.335400 -1.372924 -1.683849 -0.790021 -1.311875 0.051128 0.232941 -0.062899 0.095390 0.376661 0.253678 0.086925,0.034371 0.090241 -0.026341 1.497645 0.151097 0.074039 0.176959 -0.556967 -0.144062 0.128495 0.015939 0.422480 0.388780 -0.145824 0.122570 1.005331 1.335400 -1.372924 -1.683849 -0.790021 -1.311875 0.051128 0.232941 -0.062899 0.095390 0.376661 0.253678 0.086925
teach,13.631782,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090241 -0.026341 1.497645 0.151097 0.074039 0.176959 -0.556967 -0.144062 0.128495 0.015939 0.422480 0.388780 -0.145824 0.122570 1.005328 1.335406 -1.372923 -1.683849 -0.790032 -1.311879 0.051127 0.232946 -0.062889 0.095389 0.376653 0.253681 0.086923,0.034395 0.090229 -0.026329 1.497657 0.151097 0.074027 0.176971 -0.556907 -0.143966 0.128423 0.015999 0.422300 0.388768 -0.143583 0.122570 1.005328 1.335406 -1.372923 -1.683849 -0.790032 -1.311879 0.051127 0.232946 -0.062889 0.095389 0.376653 0.253681 0.086923
teach,13.640680,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090229 -0.026329 1.497657 0.151097 0.074027 0.176971 -0.556907 -0.143966 0.128423 0.015999 0.422300 0.388768 -0.143583 0.122569 1.005335 1.335402 -1.372920 -1.683849 -0.790021 -1.311871 0.051127 0.232946 -0.062892 0.095386 0.376653 0.253673 0.086919,0.034371 0.090241 -0.026317 1.497657 0.151085 0.074015 0.176959 -0.556943 -0.143847 0.128171 0.016107 0.421317 0.388660 -0.138921 0.122569 1.005335 1.335402 -1.372920 -1.683849 -0.790021 -1.311871 0.051127 0.232946 -0.062892 0.095386 0.376653 0.253673 0.086919
teach,13.650489,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090241 -0.026317 1.497657 0.151085 0.074015 0.176959 -0.556943 -0.143847 0.128171 0.016107 0.421317 0.388660 -0.138921 0.122570 1.005328 1.335407 -1.372926 -1.683850 -0.790027 -1.311871 0.051126 0.232941 -0.062891 0.095389 0.376648 0.253666 0.086923,0.034383 0.090229 -0.026317 1.497669 0.151073 0.074027 0.176959 -0.556931 -0.143871 0.128255 0.016143 0.419879 0.388612 -0.133636 0.122570 1.005328 1.335407 -1.372926 -1.683850 -0.790027 -1.311871 0.051126 0.232941 -0.062891 0.095389 0.376648 0.253666 0.086923
teach,13.661239,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.090229 -0.026317 1.497669 0.151073 0.074027 0.176959 -0.556931 -0.143871 0.128255 0.016143 0.419879 0.388612 -0.133636 0.122570 1.005328 1.335407 -1.372926 -1.683850 -0.790027 -1.311871 0.051127 0.232945 -0.062897 0.095385 0.376659 0.253677 0.086923,0.034395 0.090217 -0.026317 1.497657 0.151097 0.073979 0.176959 -0.556943 -0.143859 0.128279 0.016131 0.418741 0.388600 -0.130292 0.122570 1.005328 1.335407 -1.372926 -1.683850 -0.790027 -1.311871 0.051127 0.232945 -0.062897 0.095385 0.376659 0.253677 0.086923
teach,13.675504,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090217 -0.026317 1.497657 0.151097 0.073979 0.176959 -0.556943 -0.143859 0.128279 0.016131 0.418741 0.388600 -0.130292 0.122569 1.005331 1.335408 -1.372921 -1.683849 -0.790021 -1.311875 0.051127 0.232945 -0.062897 0.095385 0.376659 0.253677 0.086923,0.034395 0.090217 -0.026341 1.497657 0.151109 0.074015 0.176959 -0.556931 -0.143811 0.129298 0.015771 0.419160 0.388577 -0.130089 0.122569 1.005331 1.335408 -1.372921 -1.683849 -0.790021 -1.311875 0.051127 0.232945 -0.062897 0.095385 0.376659 0.253677 0.086923
teach,13.680714,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090217 -0.026341 1.497657 0.151109 0.074015 0.176959 -0.556931 -0.143811 0.129298 0.015771 0.419160 0.388577 -0.130089 0.122569 1.005326 1.335410 -1.372920 -1.683848 -0.790024 -1.311871 0.051127 0.232950 -0.062897 0.095393 0.376662 0.253670 0.086920,0.034371 0.090229 -0.026329 1.497669 0.151121 0.073991 0.176959 -0.556943 -0.143763 0.129526 0.015711 0.419160 0.388529 -0.130065 0.122569 1.005326 1.335410 -1.372920 -1.683848 -0.790024 -1.311871 0.051127 0.232950 -0.062897 0.095393 0.376662 0.253670 0.086920
teach,13.698261,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090229 -0.026329 1.497669 0.151121 0.073991 0.176959 -0.556943 -0.143763 0.129526 0.015711 0.419160 0.388529 -0.130065 0.122570 1.005326 1.335414 -1.372908 -1.683847 -0.790017 -1.311871 0.051128 0.232933 -0.062898 0.095392 0.376656 0.253673 0.086925,0.034383 0.090217 -0.026341 1.497669 0.151145 0.074015 0.176959 -0.556967 -0.143775 0.129837 0.015675 0.419172 0.388481 -0.130053 0.122570 1.005326 1.335414 -1.372908 -1.683847 -0.790017 -1.311871 0.051128 0.232933 -0.062898 0.095392 0.376656 0.253673 0.086925
teach,13.700813,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.090217 -0.026341 1.497669 0.151145 0.074015 0.176959 -0.556967 -0.143775 0.129837 0.015675 0.419172 0.388481 -0.130053 0.122570 1.005326 1.335414 -1.372908 -1.683847 -0.790017 -1.311871 0.051127 0.232945 -0.062903 0.095394 0.376655 0.253667 0.086919,0.034371 0.090217 -0.026341 1.497657 0.151097 0.074015 0.176959 -0.556655 -0.143763 0.131024 0.015568 0.419160 0.388193 -0.130077 0.122570 1.005326 1.335414 -1.372908 -1.683847 -0.790017 -1.311871 0.051127 0.232945 -0.062903 0.095394 0.376655 0.253667 0.086919
teach,13.720261,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090217 -0.026341 1.497657 0.151097 0.074015 0.176959 -0.556655 -0.143763 0.131024 0.015568 0.419160 0.388193 -0.130077 0.122570 1.005326 1.335414 -1.372908 -1.683847 -0.790017 -1.311871 0.051127 0.232945 -0.062903 0.095394 0.376655 0.253667 0.086919,0.034395 0.090217 -0.026341 1.497657 0.151109 0.074027 0.176959 -0.555816 -0.143799 0.133648 0.015484 0.419160 0.387426 -0.130053 0.122570 1.005326 1.335414 -1.372908 -1.683847 -0.790017 -1.311871 0.051127 0.232945 -0.062903 0.095394 0.376655 0.253667 0.086919
teach,13.721364,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090217 -0.026341 1.497657 0.151109 0.074027 0.176959 -0.555816 -0.143799 0.133648 0.015484 0.419160 0.387426 -0.130053 0.122570 1.005326 1.335414 -1.372908 -1.683847 -0.790017 -1.311871 0.051127 0.232945 -0.062903 0.095394 0.376655 0.253667 0.086919,0.034395 0.090217 -0.026341 1.497657 0.151109 0.074027 0.176959 -0.555816 -0.143799 0.133648 0.015484 0.419160 0.387426 -0.130053 0.122570 1.005326 1.335414 -1.372908 -1.683847 -0.790017 -1.311871 0.051127 0.232945 -0.062903 0.095394 0.376655 0.253667 0.086919
teach,13.747837,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090217 -0.026341 1.497657 0.151109 0.074027 0.176959 -0.555816 -0.143799 0.133648 0.015484 0.419160 0.387426 -0.130053 0.122570 1.005326 1.335414 -1.372908 -1.683847 -0.790017 -1.311871 0.051127 0.232945 -0.062903 0.095394 0.376655 0.253667 0.086919,0.034395 0.090217 -0.026341 1.497657 0.151109 0.074027 0.176959 -0.555816 -0.143799 0.133648 0.015484 0.419160 0.387426 -0.130053 0.122570 1.005326 1.335414 -1.372908 -1.683847 -0.790017 -1.311871 0.051127 0.232945 -0.062903 0.095394 0.376655 0.253667 0.086919
teach,13.748753,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090217 -0.026341 1.497657 0.151109 0.074027 0.176959 -0.555816 -0.143799 0.133648 0.015484 0.419160 0.387426 -0.130053 0.122570 1.005326 1.335414 -1.372908 -1.683847 -0.790017 -1.311871 0.051127 0.232945 -0.062903 0.095394 0.376655 0.253667 0.086919,0.034395 0.090217 -0.026341 1.497657 0.151109 0.074027 0.176959 -0.555816 -0.143799 0.133648 0.015484 0.419160 0.387426 -0.130053 0.122570 1.005326 1.335414 -1.372908 -1.683847 -0.790017 -1.311871 0.051127 0.232945 -0.062903 0.095394 0.376655 0.253667 0.086919
teach,13.769227,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090217 -0.026341 1.497657 0.151109 0.074027 0.176959 -0.555816 -0.143799 0.133648 0.015484 0.419160 0.387426 -0.130053 0.122569 1.005328 1.335411 -1.372921 -1.683848 -0.790025 -1.311871 0.051127 0.232950 -0.062891 0.095386 0.376651 0.253673 0.086923,0.034371 0.090217 -0.026365 1.497669 0.151121 0.074039 0.176959 -0.553240 -0.143715 0.152104 0.016023 0.419088 0.385796 -0.130424 0.122569 1.005328 1.335411 -1.372921 -1.683848 -0.790025 -1.311871 0.051127 0.232950 -0.062891 0.095386 0.376651 0.253673 0.086923
teach,13.770315,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090217 -0.026365 1.497669 0.151121 0.074039 0.176959 -0.553240 -0.143715 0.152104 0.016023 0.419088 0.385796 -0.130424 0.122569 1.005328 1.335411 -1.372921 -1.683848 -0.790025 -1.311871 0.051127 0.232950 -0.062891 0.095386 0.376651 0.253673 0.086923,0.034371 0.090217 -0.026365 1.497669 0.151121 0.074039 0.176959 -0.553240 -0.143715 0.152104 0.016023 0.419088 0.385796 -0.130424 0.122569 1.005328 1.335411 -1.372921 -1.683848 -0.790025 -1.311871 0.051127 0.232950 -0.062891 0.095386 0.376651 0.253673 0.086923
teach,13.771223,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090217 -0.026365 1.497669 0.151121 0.074039 0.176959 -0.553240 -0.143715 0.152104 0.016023 0.419088 0.385796 -0.130424 0.122569 1.005328 1.335411 -1.372921 -1.683848 -0.790025 -1.311871 0.051127 0.232950 -0.062891 0.095386 0.376651 0.253673 0.086923,0.034371 0.090217 -0.026365 1.497669 0.151121 0.074039 0.176959 -0.553240 -0.143715 0.152104 0.016023 0.419088 0.385796 -0.130424 0.122569 1.005328 1.335411 -1.372921 -1.683848 -0.790025 -1.311871 0.051127 0.232950 -0.062891 0.095386 0.376651 0.253673 0.086923
teach,13.787320,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090217 -0.026365 1.497669 0.151121 0.074039 0.176959 -0.553240 -0.143715 0.152104 0.016023 0.419088 0.385796 -0.130424 0.122570 1.005331 1.335409 -1.372919 -1.683846 -0.790025 -1.311869 0.051127 0.232946 -0.062896 0.095398 0.376666 0.253673 0.086923,0.034383 0.090193 -0.026353 1.497657 0.151121 0.074039 0.176947 -0.553240 -0.143715 0.152751 0.016095 0.419088 0.385736 -0.130424 0.122570 1.005331 1.335409 -1.372919 -1.683846 -0.790025 -1.311869 0.051127 0.232946 -0.062896 0.095398 0.376666 0.253673 0.086923
teach,13.790071,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.090193 -0.026353 1.497657 0.151121 0.074039 0.176947 -0.553240 -0.143715 0.152751 0.016095 0.419088 0.385736 -0.130424 0.122570 1.005326 1.335411 -1.372921 -1.683847 -0.790021 -1.311875 0.051127 0.232938 -0.062886 0.095394 0.376649 0.253673 0.086920,0.034371 0.090193 -0.026353 1.497669 0.151133 0.074027 0.176959 -0.553216 -0.143739 0.154716 0.016251 0.419088 0.385712 -0.130412 0.122570 1.005326 1.335411 -1.372921 -1.683847 -0.790021 -1.311875 0.051127 0.232938 -0.062886 0.095394 0.376649 0.253673 0.086920
teach,13.804969,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090193 -0.026353 1.497669 0.151133 0.074027 0.176959 -0.553216 -0.143739 0.154716 0.016251 0.419088 0.385712 -0.130412 0.122568 1.005328 1.335406 -1.372919 -1.683846 -0.790012 -1.311875 0.051126 0.232942 -0.062896 0.095394 0.376650 0.253673 0.086919,0.034359 0.090193 -0.026341 1.497657 0.151097 0.073979 0.176947 -0.553192 -0.143739 0.156622 0.016251 0.419088 0.385712 -0.130400 0.122568 1.005328 1.335406 -1.372919 -1.683846 -0.790012 -1.311875 0.051126 0.232942 -0.062896 0.095394 0.376650 0.253673 0.086919
teach,13.810494,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034359 0.090193 -0.026341 1.497657 0.151097 0.073979 0.176947 -0.553192 -0.143739 0.156622 0.016251 0.419088 0.385712 -0.130400 0.122568 1.005328 1.335406 -1.372919 -1.683846 -0.790012 -1.311875 0.051127 0.232935 -0.062888 0.095394 0.376650 0.253673 0.086930,0.034347 0.090193 -0.026341 1.497657 0.151109 0.073991 0.176959 -0.553192 -0.143739 0.157137 0.016239 0.419088 0.385724 -0.130424 0.122568 1.005328 1.335406 -1.372919 -1.683846 -0.790012 -1.311875 0.051127 0.232935 -0.062888 0.095394 0.376650 0.253673 0.086930
